pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
LON	ARI	LG4	4001	5000	0.5228314889004236	96
LON	AUR	LG4	4001	5000	0.7391304347826088	96
PAR	PUN-Y	LG4	4001	5000	-0.0111389790498672	96
PAR	PUN-R	LG4	4001	5000	0.4568785963921346	96
PAR	GRA	LG4	4001	5000	0.8133333333333335	96
PAR	CAL	LG4	4001	5000	0.1707715653087428	96
LON	PAR	LG4	4001	5000	0.0392531427162928	96
LON	PUN-Y	LG4	4001	5000	0.3239049872750814	96
LON	PUN-R	LG4	4001	5000	0.0844215001518371	96
LON	GRA	LG4	4001	5000	0.8047882136279926	96
PUN-Y	AUR	LG4	4001	5000	0.633539388175622	96
PUN-R	GRA	LG4	4001	5000	0.8460179709699716	96
PUN-R	CAL	LG4	4001	5000	0.4448212949101796	96
PUN-R	CLV	LG4	4001	5000	0.7997791442543217	96
PUN-R	ARI	LG4	4001	5000	0.6600209372540999	96
PUN-R	AUR	LG4	4001	5000	0.8277765404243369	96
GRA	CAL	LG4	4001	5000	0.7388888888888889	96
GRA	CLV	LG4	4001	5000	0.7921826769310871	96
PUN-R	ARI	LG4	5001	6000	0.4729567861420803	127
PUN-R	AUR	LG4	5001	6000	0.6920392254807881	127
GRA	CAL	LG4	5001	6000	0.4965045150014565	127
GRA	CLV	LG4	5001	6000	0.4804375997822564	127
GRA	ARI	LG4	5001	6000	0.4353344542247717	127
GRA	AUR	LG4	5001	6000	0.4985784188112409	127
CAL	CLV	LG4	5001	6000	0.7101466238067571	127
CAL	ARI	LG4	5001	6000	0.2865407706582251	127
CAL	AUR	LG4	5001	6000	0.719298245614035	127
CLV	ARI	LG4	5001	6000	0.6248349907594826	127
CLV	AUR	LG4	5001	6000	0.7491581737966985	127
ARI	AUR	LG4	5001	6000	0.7857336098836685	127
PAR	PUN-Y	LG4	5001	6000	0.0	127
PAR	PUN-R	LG4	5001	6000	0.0869730105555906	127
PAR	GRA	LG4	5001	6000	0.496355906468266	127
PAR	CAL	LG4	5001	6000	0.1428571428571428	127
PAR	CLV	LG4	5001	6000	0.7200846602802187	127
PAR	ARI	LG4	5001	6000	0.5024390243902439	127
PAR	AUR	LG4	5001	6000	0.739463601532567	127
PUN-Y	PUN-R	LG4	5001	6000	-0.0039630118890356	127
PUN-Y	GRA	LG4	5001	6000	0.4660675439534966	127
PUN-Y	CAL	LG4	5001	6000	0.0769230769230769	127
PUN-Y	CLV	LG4	5001	6000	0.6690986428619116	127
PUN-Y	ARI	LG4	5001	6000	0.2702702702702703	127
PUN-Y	AUR	LG4	5001	6000	0.6498316498316498	127
PUN-R	GRA	LG4	5001	6000	0.507322750063	127
PUN-R	CAL	LG4	5001	6000	0.1766140092446791	127
PUN-R	CLV	LG4	5001	6000	0.7124248234629348	127
LON	PAR	LG4	5001	6000	0.0606060606060606	127
LON	PUN-Y	LG4	5001	6000	0.0227272727272727	127
LON	PUN-R	LG4	5001	6000	0.1153513234423166	127
LON	GRA	LG4	5001	6000	0.4685364719350338	127
LON	CAL	LG4	5001	6000	-0.0144927536231883	127
LON	CLV	LG4	5001	6000	0.6735705522146704	127
LON	ARI	LG4	5001	6000	0.2549352064914618	127
LON	AUR	LG4	5001	6000	0.6624895572263992	127
PAR	CLV	LG4	6001	7000	0.8718283311584747	94
PAR	ARI	LG4	6001	7000	0.3846153846153846	94
PAR	AUR	LG4	6001	7000	0.6723704076497232	94
PUN-Y	PUN-R	LG4	6001	7000	-0.0525868981532574	94
PUN-Y	GRA	LG4	6001	7000	0.6329113924050633	94
PUN-Y	CAL	LG4	6001	7000	-0.1309385863267671	94
PUN-Y	CLV	LG4	6001	7000	0.8436030685473893	94
PUN-Y	ARI	LG4	6001	7000	0.140562248995984	94
PUN-Y	AUR	LG4	6001	7000	0.6652542372881356	94
PUN-R	GRA	LG4	6001	7000	0.6722733894270954	94
PUN-R	CAL	LG4	6001	7000	0.0558958527722584	94
PUN-R	CLV	LG4	6001	7000	0.8601114354211086	94
PUN-R	ARI	LG4	6001	7000	0.3728522336769759	94
PUN-R	AUR	LG4	6001	7000	0.6968499951367372	94
GRA	CAL	LG4	6001	7000	0.672999424294761	94
GRA	CLV	LG4	6001	7000	0.8533201189296333	94
GRA	ARI	LG4	6001	7000	0.6083067294623384	94
GRA	AUR	LG4	6001	7000	0.6652360515021459	94
CAL	CLV	LG4	6001	7000	0.8619403256949252	94
CAL	ARI	LG4	6001	7000	0.3605442176870748	94
CAL	AUR	LG4	6001	7000	0.6908163265306123	94
CLV	ARI	LG4	6001	7000	0.8197959954665659	94
CLV	AUR	LG4	6001	7000	0.870274193966523	94
ARI	AUR	LG4	6001	7000	0.6918687589158344	94
LON	CAL	LG4	6001	7000	-0.0980392156862745	94
LON	CLV	LG4	6001	7000	0.8464957853087908	94
LON	ARI	LG4	6001	7000	0.0605293755557075	94
LON	AUR	LG4	6001	7000	0.6295947219604147	94
PAR	PUN-Y	LG4	6001	7000	0.0268562401263823	94
PAR	PUN-R	LG4	6001	7000	0.1531286654196099	94
PAR	GRA	LG4	6001	7000	0.6547416240772288	94
PAR	CAL	LG4	6001	7000	0.0350877192982456	94
LON	PAR	LG4	6001	7000	0.0	94
LON	PUN-Y	LG4	6001	7000	-0.1266243578120278	94
LON	PUN-R	LG4	6001	7000	0.0741521599097253	94
LON	GRA	LG4	6001	7000	0.6129718234981393	94
PAR	PUN-Y	LG4	7001	8000	-0.0174455622055265	128
PAR	PUN-R	LG4	7001	8000	0.048363811357074	128
PAR	GRA	LG4	7001	8000	0.5080590311889365	128
PAR	CAL	LG4	7001	8000	0.0903426791277258	128
PAR	CLV	LG4	7001	8000	0.6730702181798495	128
PAR	ARI	LG4	7001	8000	0.1804208367129423	128
PAR	AUR	LG4	7001	8000	0.6895589056393077	128
PUN-Y	PUN-R	LG4	7001	8000	-0.0545641288997304	128
PUN-Y	GRA	LG4	7001	8000	0.5194838618379699	128
PUN-Y	CAL	LG4	7001	8000	0.0466388352433707	128
PUN-Y	CLV	LG4	7001	8000	0.7141418483785694	128
PUN-Y	ARI	LG4	7001	8000	0.2403925515249896	128
PUN-Y	AUR	LG4	7001	8000	0.7249837731320423	128
PUN-R	GRA	LG4	7001	8000	0.5677092629303244	128
PUN-R	CAL	LG4	7001	8000	0.1066795543572264	128
PUN-R	CLV	LG4	7001	8000	0.7509535100594626	128
PUN-R	ARI	LG4	7001	8000	0.3419082477228299	128
PUN-R	AUR	LG4	7001	8000	0.7599972726962807	128
GRA	CAL	LG4	7001	8000	0.5799474007391702	128
GRA	CLV	LG4	7001	8000	0.5477989018470194	128
GRA	ARI	LG4	7001	8000	0.2991169942159071	128
GRA	AUR	LG4	7001	8000	0.4177724962038687	128
CAL	CLV	LG4	7001	8000	0.7753770271959634	128
CAL	ARI	LG4	7001	8000	0.4525109403731843	128
CAL	AUR	LG4	7001	8000	0.8128205128205127	128
CLV	ARI	LG4	7001	8000	0.5186573026189465	128
CLV	AUR	LG4	7001	8000	0.7743397691897649	128
ARI	AUR	LG4	7001	8000	0.7324409048546979	128
LON	PAR	LG4	7001	8000	0.0759108078469599	128
LON	PUN-Y	LG4	7001	8000	0.0022867244729619	128
LON	PUN-R	LG4	7001	8000	0.1083272196408853	128
LON	GRA	LG4	7001	8000	0.5591422431530336	128
LON	CAL	LG4	7001	8000	-0.0666666666666666	128
LON	CLV	LG4	7001	8000	0.7527821314444266	128
LON	ARI	LG4	7001	8000	0.390575272503724	128
LON	AUR	LG4	7001	8000	0.7743979721166032	128
GRA	ARI	LG4	8001	9000	0.313183292454524	164
GRA	AUR	LG4	8001	9000	0.390113195931103	164
CAL	CLV	LG4	8001	9000	0.6389891977257144	164
CAL	ARI	LG4	8001	9000	0.2444284038617703	164
CAL	AUR	LG4	8001	9000	0.5144089090175886	164
CLV	ARI	LG4	8001	9000	0.4519821147776762	164
CLV	AUR	LG4	8001	9000	0.6169413396491419	164
ARI	AUR	LG4	8001	9000	0.4305444130157532	164
LON	CAL	LG4	8001	9000	-0.0861788617886178	164
LON	CLV	LG4	8001	9000	0.6174170960868791	164
LON	ARI	LG4	8001	9000	0.2256185863186931	164
LON	AUR	LG4	8001	9000	0.4819353600377978	164
PAR	PUN-Y	LG4	8001	9000	0.0173191855361695	164
PAR	PUN-R	LG4	8001	9000	0.0600856975913782	164
PAR	GRA	LG4	8001	9000	0.3721075672295184	164
PAR	CAL	LG4	8001	9000	0.041025641025641	164
PAR	CLV	LG4	8001	9000	0.5979149237402664	164
PAR	ARI	LG4	8001	9000	0.2149487164445808	164
PAR	AUR	LG4	8001	9000	0.4932320368091595	164
PUN-Y	PUN-R	LG4	8001	9000	-0.0454054645107499	164
PUN-Y	GRA	LG4	8001	9000	0.3723148374539449	164
PUN-Y	CAL	LG4	8001	9000	-0.0713039727495892	164
PUN-Y	CLV	LG4	8001	9000	0.6184302585208985	164
PUN-Y	ARI	LG4	8001	9000	0.2075024968818955	164
PUN-Y	AUR	LG4	8001	9000	0.4920685003589569	164
PUN-R	GRA	LG4	8001	9000	0.4882146842548961	164
PUN-R	CAL	LG4	8001	9000	0.030219326557879	164
PUN-R	CLV	LG4	8001	9000	0.6852804700630657	164
PUN-R	ARI	LG4	8001	9000	0.3779886037884538	164
PUN-R	AUR	LG4	8001	9000	0.5691416235555236	164
GRA	CAL	LG4	8001	9000	0.4048718237435724	164
GRA	CLV	LG4	8001	9000	0.5279242997600829	164
LON	PAR	LG4	8001	9000	0.0614035087719298	164
LON	PUN-Y	LG4	8001	9000	-0.0404485766318412	164
LON	PUN-R	LG4	8001	9000	0.0629534342116493	164
LON	GRA	LG4	8001	9000	0.3787599754450582	164
PAR	CLV	LG4	9001	10000	0.5070704088473912	187
PAR	ARI	LG4	9001	10000	0.3289017239046941	187
CAL	CLV	LG4	9001	10000	0.5928334662023245	187
CAL	ARI	LG4	9001	10000	0.1020847639716033	187
PUN-Y	GRA	LG4	9001	10000	0.3518631548723309	187
PUN-Y	CAL	LG4	9001	10000	-0.029330908161476	187
PUN-Y	CLV	LG4	9001	10000	0.5444086745930944	187
PUN-Y	ARI	LG4	9001	10000	0.0497423069037134	187
PUN-Y	AUR	LG4	9001	10000	0.313062991475268	187
PUN-R	GRA	LG4	9001	10000	0.4839850218125795	187
PUN-R	ARI	LG4	9001	10000	0.2151055475013374	187
PUN-R	AUR	LG4	9001	10000	0.4656242696475496	187
GRA	CAL	LG4	9001	10000	0.409534017990353	187
GRA	CLV	LG4	9001	10000	0.5770730598713616	187
GRA	ARI	LG4	9001	10000	0.3853102784256857	187
GRA	AUR	LG4	9001	10000	0.2346550021165514	187
CAL	AUR	LG4	9001	10000	0.3721005584462614	187
CLV	ARI	LG4	9001	10000	0.5243447303278183	187
CLV	AUR	LG4	9001	10000	0.594006666450924	187
ARI	AUR	LG4	9001	10000	0.3592693065828763	187
LON	AUR	LG4	9001	10000	0.3469745048692416	187
LON	ARI	LG4	9001	10000	0.0567388297098312	187
PUN-R	CAL	LG4	9001	10000	0.011535233897409	187
PUN-R	CLV	LG4	9001	10000	0.6785599966428078	187
PAR	PUN-Y	LG4	9001	10000	0.3015776561929577	187
PAR	PUN-R	LG4	9001	10000	0.4251650398766243	187
PAR	GRA	LG4	9001	10000	0.427283037947008	187
PAR	CAL	LG4	9001	10000	0.3555666871268082	187
PAR	AUR	LG4	9001	10000	0.4139595640254934	187
PUN-Y	PUN-R	LG4	9001	10000	0.0470611449572059	187
LON	PAR	LG4	9001	10000	0.3436426194677436	187
LON	PUN-Y	LG4	9001	10000	0.0017563970075402	187
LON	PUN-R	LG4	9001	10000	0.0445675220813224	187
LON	GRA	LG4	9001	10000	0.3685164278061022	187
LON	CAL	LG4	9001	10000	0.0290916287354047	187
LON	CLV	LG4	9001	10000	0.5841726618705037	187
LON	PUN-R	LG4	10001	11000	0.1297483845701977	114
LON	GRA	LG4	10001	11000	0.8888888888888888	114
PAR	GRA	LG4	10001	11000	0.6925277082588487	114
PAR	CAL	LG4	10001	11000	0.2994759409242496	114
LON	PAR	LG4	10001	11000	0.3137657114669786	114
LON	PUN-Y	LG4	10001	11000	0.1973431001303619	114
PUN-Y	AUR	LG4	10001	11000	0.6158574976823048	114
PUN-R	GRA	LG4	10001	11000	0.878834136335448	114
PUN-R	CAL	LG4	10001	11000	0.1149857665717771	114
PUN-R	CLV	LG4	10001	11000	0.7372331866501999	114
PUN-R	ARI	LG4	10001	11000	0.560727637457828	114
PUN-R	AUR	LG4	10001	11000	0.775883878716635	114
PUN-Y	CLV	LG4	10001	11000	0.5737410570371073	114
PUN-Y	ARI	LG4	10001	11000	0.2330734782599366	114
LON	CAL	LG4	10001	11000	-0.0312499999999999	114
LON	CLV	LG4	10001	11000	0.7193991768544138	114
LON	ARI	LG4	10001	11000	0.4401582591493571	114
LON	AUR	LG4	10001	11000	0.7903780068728522	114
PAR	PUN-Y	LG4	10001	11000	0.253772720884294	114
PAR	PUN-R	LG4	10001	11000	0.3382675019294012	114
GRA	CAL	LG4	10001	11000	0.8232931726907631	114
GRA	CLV	LG4	10001	11000	0.8148645911961264	114
PAR	CLV	LG4	10001	11000	0.4463452627633983	114
PAR	ARI	LG4	10001	11000	0.284213973636614	114
PAR	AUR	LG4	10001	11000	0.5698307768297551	114
PUN-Y	PUN-R	LG4	10001	11000	0.1750185887255936	114
PUN-Y	GRA	LG4	10001	11000	0.7585539952458079	114
PUN-Y	CAL	LG4	10001	11000	0.1541654625226598	114
CLV	AUR	LG4	10001	11000	0.7178632852908885	114
ARI	AUR	LG4	10001	11000	0.8445945945945946	114
GRA	ARI	LG4	10001	11000	0.925925925925926	114
GRA	AUR	LG4	10001	11000	0.8226950354609929	114
CAL	CLV	LG4	10001	11000	0.660082152240684	114
CAL	ARI	LG4	10001	11000	0.0370370370370371	114
CAL	AUR	LG4	10001	11000	0.7030303030303031	114
CLV	ARI	LG4	10001	11000	0.6341267360335819	114
CAL	CLV	LG4	11001	12000	0.7866821452655121	136
CAL	ARI	LG4	11001	12000	0.6214977744712868	136
PUN-R	ARI	LG4	11001	12000	0.6281990732636904	136
PUN-R	AUR	LG4	11001	12000	0.7516988687042397	136
GRA	CAL	LG4	11001	12000	0.8186420655903696	136
GRA	CLV	LG4	11001	12000	0.7771069995021394	136
GRA	ARI	LG4	11001	12000	0.6865711387878117	136
GRA	AUR	LG4	11001	12000	0.7574473095490404	136
PUN-Y	GRA	LG4	11001	12000	0.5142967726164689	136
PUN-Y	CAL	LG4	11001	12000	-0.0371149044951202	136
PUN-Y	CLV	LG4	11001	12000	0.4614889353925556	136
PUN-Y	ARI	LG4	11001	12000	0.2967323433220703	136
PUN-Y	AUR	LG4	11001	12000	0.4333460895139894	136
PUN-R	GRA	LG4	11001	12000	0.7802669336257656	136
CAL	AUR	LG4	11001	12000	0.8143939393939394	136
CLV	ARI	LG4	11001	12000	0.5701788074531009	136
CLV	AUR	LG4	11001	12000	0.79134627655567	136
ARI	AUR	LG4	11001	12000	0.6987230339241184	136
PUN-R	CAL	LG4	11001	12000	0.1349764700289964	136
PUN-R	CLV	LG4	11001	12000	0.7549397674461575	136
PAR	PUN-Y	LG4	11001	12000	0.0237962637493016	136
PAR	PUN-R	LG4	11001	12000	0.1279409541959106	136
PAR	GRA	LG4	11001	12000	0.6680821699665588	136
PAR	CAL	LG4	11001	12000	0.2628229302169888	136
PAR	CLV	LG4	11001	12000	0.6244010821552042	136
PAR	ARI	LG4	11001	12000	0.5015364170328535	136
PAR	AUR	LG4	11001	12000	0.6227386679314316	136
PUN-Y	PUN-R	LG4	11001	12000	0.0084320631871063	136
LON	PAR	LG4	11001	12000	0.2563962442247503	136
LON	PUN-Y	LG4	11001	12000	-0.0319110868617871	136
LON	PUN-R	LG4	11001	12000	0.1589641032535627	136
LON	GRA	LG4	11001	12000	0.7599164926931107	136
LON	CAL	LG4	11001	12000	-0.0385964912280701	136
LON	CLV	LG4	11001	12000	0.7115044422702521	136
LON	ARI	LG4	11001	12000	0.5728972961419259	136
LON	AUR	LG4	11001	12000	0.7298779452088034	136
PAR	GRA	LG4	12001	13000	0.5649717514124294	89
PUN-Y	ARI	LG4	12001	13000	0.3096670760345102	89
LON	CAL	LG4	12001	13000	0.0	89
LON	CLV	LG4	12001	13000	0.7888208894328845	89
LON	ARI	LG4	12001	13000	0.6216931216931216	89
LON	AUR	LG4	12001	13000	0.6	89
PAR	PUN-Y	LG4	12001	13000	0.1467612097502256	89
PAR	PUN-R	LG4	12001	13000	0.3802977269851979	89
CAL	AUR	LG4	12001	13000	0.5555555555555556	89
CAL	ARI	LG4	12001	13000	0.6114437791084497	89
CAL	CLV	LG4	12001	13000	0.7766595188209537	89
GRA	CLV	LG4	12001	13000	0.8008538100201317	89
PUN-Y	CLV	LG4	12001	13000	0.530267521556489	89
PAR	CAL	LG4	12001	13000	0.34492504300811	89
LON	PAR	LG4	12001	13000	0.3675213675213675	89
LON	PUN-Y	LG4	12001	13000	-0.0146427093293753	89
GRA	CAL	LG4	12001	13000	0.9333333333333332	89
PUN-R	AUR	LG4	12001	13000	0.5434938892882817	89
LON	PUN-R	LG4	12001	13000	-0.0161870503597122	89
LON	GRA	LG4	12001	13000	0.9473684210526316	89
PUN-R	CAL	LG4	12001	13000	-0.0428798305982001	89
PUN-R	CLV	LG4	12001	13000	0.7874983988728065	89
PUN-R	ARI	LG4	12001	13000	0.6302644466209599	89
ARI	AUR	LG4	12001	13000	0.5775335775335775	89
GRA	ARI	LG4	12001	13000	0.592896174863388	89
GRA	AUR	LG4	12001	13000	0.8205128205128205	89
PUN-Y	CAL	LG4	12001	13000	-0.0319098947728147	89
PUN-Y	AUR	LG4	12001	13000	0.1622646353143296	89
CLV	AUR	LG4	12001	13000	0.733293511535877	89
CLV	ARI	LG4	12001	13000	0.5646186076348754	89
PAR	CLV	LG4	12001	13000	0.5397336280980093	89
PAR	ARI	LG4	12001	13000	0.3602693602693603	89
PAR	AUR	LG4	12001	13000	0.3568202348690153	89
PUN-Y	PUN-R	LG4	12001	13000	-0.0065543071161049	89
PUN-Y	GRA	LG4	12001	13000	0.5195293933810363	89
PUN-R	GRA	LG4	12001	13000	0.9084766584766586	89
